alpha,noise_level,slowing_strength,seed,warning,lead_time,verdict
0.8,0.05,0.001,20,700,100,EARLY_WARNING
0.8,0.05,0.001,21,700,100,EARLY_WARNING
0.8,0.05,0.001,22,700,100,EARLY_WARNING
0.8,0.05,0.001,23,700,100,EARLY_WARNING
0.8,0.05,0.001,24,700,100,EARLY_WARNING
0.8,0.05,0.001,25,700,100,EARLY_WARNING
0.8,0.05,0.001,26,720,80,EARLY_WARNING
0.8,0.05,0.001,27,700,100,EARLY_WARNING
0.8,0.05,0.001,28,700,100,EARLY_WARNING
0.8,0.05,0.001,29,720,80,EARLY_WARNING
0.8,0.05,0.001,30,700,100,EARLY_WARNING
0.8,0.05,0.001,31,700,100,EARLY_WARNING
0.8,0.05,0.001,32,720,80,EARLY_WARNING
0.8,0.05,0.001,33,720,80,EARLY_WARNING
0.8,0.05,0.001,34,720,80,EARLY_WARNING
0.8,0.05,0.001,35,700,100,EARLY_WARNING
0.8,0.05,0.001,36,700,100,EARLY_WARNING
0.8,0.05,0.001,37,700,100,EARLY_WARNING
0.8,0.05,0.001,38,700,100,EARLY_WARNING
0.8,0.05,0.001,39,720,80,EARLY_WARNING
0.8,0.05,0.001,40,700,100,EARLY_WARNING
0.8,0.05,0.001,41,700,100,EARLY_WARNING
0.8,0.05,0.001,42,720,80,EARLY_WARNING
0.8,0.05,0.001,43,700,100,EARLY_WARNING
0.8,0.05,0.001,44,700,100,EARLY_WARNING
0.8,0.05,0.001,45,700,100,EARLY_WARNING
0.8,0.05,0.001,46,700,100,EARLY_WARNING
0.8,0.05,0.001,47,720,80,EARLY_WARNING
0.8,0.05,0.001,48,720,80,EARLY_WARNING
0.8,0.05,0.001,49,700,100,EARLY_WARNING
0.8,0.05,0.001,50,700,100,EARLY_WARNING
0.8,0.05,0.001,51,700,100,EARLY_WARNING
0.8,0.05,0.001,52,720,80,EARLY_WARNING
0.8,0.05,0.001,53,720,80,EARLY_WARNING
0.8,0.05,0.001,54,700,100,EARLY_WARNING
0.8,0.05,0.001,55,700,100,EARLY_WARNING
0.8,0.05,0.001,56,700,100,EARLY_WARNING
0.8,0.05,0.001,57,700,100,EARLY_WARNING
0.8,0.05,0.001,58,700,100,EARLY_WARNING
0.8,0.05,0.001,59,700,100,EARLY_WARNING
0.8,0.05,0.001,60,700,100,EARLY_WARNING
0.8,0.05,0.001,61,700,100,EARLY_WARNING
0.8,0.05,0.001,62,700,100,EARLY_WARNING
0.8,0.05,0.001,63,720,80,EARLY_WARNING
0.8,0.05,0.001,64,700,100,EARLY_WARNING
0.8,0.05,0.001,65,700,100,EARLY_WARNING
0.8,0.05,0.001,66,720,80,EARLY_WARNING
0.8,0.05,0.001,67,700,100,EARLY_WARNING
0.8,0.05,0.001,68,700,100,EARLY_WARNING
0.8,0.05,0.001,69,700,100,EARLY_WARNING
0.8,0.05,0.001,70,700,100,EARLY_WARNING
0.8,0.05,0.001,71,720,80,EARLY_WARNING
0.8,0.05,0.001,72,700,100,EARLY_WARNING
0.8,0.05,0.001,73,700,100,EARLY_WARNING
0.8,0.05,0.001,74,700,100,EARLY_WARNING
0.8,0.05,0.001,75,700,100,EARLY_WARNING
0.8,0.05,0.001,76,700,100,EARLY_WARNING
0.8,0.05,0.001,77,700,100,EARLY_WARNING
0.8,0.05,0.001,78,700,100,EARLY_WARNING
0.8,0.05,0.001,79,720,80,EARLY_WARNING
0.8,0.05,0.001,80,700,100,EARLY_WARNING
0.8,0.05,0.001,81,700,100,EARLY_WARNING
0.8,0.05,0.001,82,700,100,EARLY_WARNING
0.8,0.05,0.001,83,700,100,EARLY_WARNING
0.8,0.05,0.001,84,700,100,EARLY_WARNING
0.8,0.05,0.001,85,700,100,EARLY_WARNING
0.8,0.05,0.001,86,700,100,EARLY_WARNING
0.8,0.05,0.001,87,700,100,EARLY_WARNING
0.8,0.05,0.001,88,700,100,EARLY_WARNING
0.8,0.05,0.001,89,700,100,EARLY_WARNING
0.8,0.05,0.001,90,700,100,EARLY_WARNING
0.8,0.05,0.001,91,700,100,EARLY_WARNING
0.8,0.05,0.001,92,700,100,EARLY_WARNING
0.8,0.05,0.001,93,700,100,EARLY_WARNING
0.8,0.05,0.001,94,700,100,EARLY_WARNING
0.8,0.05,0.001,95,700,100,EARLY_WARNING
0.8,0.05,0.001,96,700,100,EARLY_WARNING
0.8,0.05,0.001,97,700,100,EARLY_WARNING
0.8,0.05,0.001,98,700,100,EARLY_WARNING
0.8,0.05,0.001,99,720,80,EARLY_WARNING
0.8,0.05,0.001,100,700,100,EARLY_WARNING
0.8,0.05,0.0015,1,600,200,EARLY_WARNING
0.8,0.05,0.0015,2,600,200,EARLY_WARNING
0.8,0.05,0.0015,3,580,220,EARLY_WARNING
0.8,0.05,0.0015,4,600,200,EARLY_WARNING
0.8,0.05,0.0015,5,600,200,EARLY_WARNING
0.8,0.05,0.0015,6,600,200,EARLY_WARNING
0.8,0.05,0.0015,7,580,220,EARLY_WARNING
0.8,0.05,0.0015,8,600,200,EARLY_WARNING
0.8,0.05,0.0015,9,600,200,EARLY_WARNING
0.8,0.05,0.0015,10,600,200,EARLY_WARNING
0.8,0.05,0.0015,11,600,200,EARLY_WARNING
0.8,0.05,0.0015,12,600,200,EARLY_WARNING
0.8,0.05,0.0015,13,580,220,EARLY_WARNING
0.8,0.05,0.0015,14,600,200,EARLY_WARNING
0.8,0.05,0.0015,15,600,200,EARLY_WARNING
0.8,0.05,0.0015,16,600,200,EARLY_WARNING
0.8,0.05,0.0015,17,600,200,EARLY_WARNING
0.8,0.05,0.0015,18,600,200,EARLY_WARNING
0.8,0.05,0.0015,19,600,200,EARLY_WARNING
0.8,0.05,0.0015,20,600,200,EARLY_WARNING
0.8,0.05,0.0015,21,600,200,EARLY_WARNING
0.8,0.05,0.0015,22,600,200,EARLY_WARNING
0.8,0.05,0.0015,23,580,220,EARLY_WARNING
0.8,0.05,0.0015,24,600,200,EARLY_WARNING
0.8,0.05,0.0015,25,600,200,EARLY_WARNING
0.8,0.05,0.0015,26,600,200,EARLY_WARNING
0.8,0.05,0.0015,27,580,220,EARLY_WARNING
0.8,0.05,0.0015,28,580,220,EARLY_WARNING
0.8,0.05,0.0015,29,600,200,EARLY_WARNING
0.8,0.05,0.0015,30,600,200,EARLY_WARNING
0.8,0.05,0.0015,31,580,220,EARLY_WARNING
0.8,0.05,0.0015,32,600,200,EARLY_WARNING
0.8,0.05,0.0015,33,600,200,EARLY_WARNING
0.8,0.05,0.0015,34,600,200,EARLY_WARNING
0.8,0.05,0.0015,35,580,220,EARLY_WARNING
0.8,0.05,0.0015,36,600,200,EARLY_WARNING
0.8,0.05,0.0015,37,580,220,EARLY_WARNING
0.8,0.05,0.0015,38,580,220,EARLY_WARNING
0.8,0.05,0.0015,39,600,200,EARLY_WARNING
0.8,0.05,0.0015,40,600,200,EARLY_WARNING
0.8,0.05,0.0015,41,600,200,EARLY_WARNING
0.8,0.05,0.0015,42,600,200,EARLY_WARNING
0.8,0.05,0.0015,43,580,220,EARLY_WARNING
0.8,0.05,0.0015,44,600,200,EARLY_WARNING
0.8,0.05,0.0015,45,600,200,EARLY_WARNING
0.8,0.05,0.0015,46,600,200,EARLY_WARNING
0.8,0.05,0.0015,47,580,220,EARLY_WARNING
0.8,0.05,0.0015,48,580,220,EARLY_WARNING
0.8,0.05,0.0015,49,600,200,EARLY_WARNING
0.8,0.05,0.0015,50,580,220,EARLY_WARNING
0.8,0.05,0.0015,51,580,220,EARLY_WARNING
0.8,0.05,0.0015,52,580,220,EARLY_WARNING
0.8,0.05,0.0015,53,580,220,EARLY_WARNING
0.8,0.05,0.0015,54,580,220,EARLY_WARNING
0.8,0.05,0.0015,55,600,200,EARLY_WARNING
0.8,0.05,0.0015,56,600,200,EARLY_WARNING
0.8,0.05,0.0015,57,600,200,EARLY_WARNING
0.8,0.05,0.0015,58,580,220,EARLY_WARNING
0.8,0.05,0.0015,59,600,200,EARLY_WARNING
0.8,0.05,0.0015,60,580,220,EARLY_WARNING
0.8,0.05,0.0015,61,600,200,EARLY_WARNING
0.8,0.05,0.0015,62,580,220,EARLY_WARNING
0.8,0.05,0.0015,63,600,200,EARLY_WARNING
0.8,0.05,0.0015,64,600,200,EARLY_WARNING
0.8,0.05,0.0015,65,580,220,EARLY_WARNING
0.8,0.05,0.0015,66,600,200,EARLY_WARNING
0.8,0.05,0.0015,67,580,220,EARLY_WARNING
0.8,0.05,0.0015,68,600,200,EARLY_WARNING
0.8,0.05,0.0015,69,600,200,EARLY_WARNING
0.8,0.05,0.0015,70,600,200,EARLY_WARNING
0.8,0.05,0.0015,71,580,220,EARLY_WARNING
0.8,0.05,0.0015,72,580,220,EARLY_WARNING
0.8,0.05,0.0015,73,600,200,EARLY_WARNING
0.8,0.05,0.0015,74,600,200,EARLY_WARNING
0.8,0.05,0.0015,75,580,220,EARLY_WARNING
0.8,0.05,0.0015,76,580,220,EARLY_WARNING
0.8,0.05,0.0015,77,580,220,EARLY_WARNING
0.8,0.05,0.0015,78,600,200,EARLY_WARNING
0.8,0.05,0.0015,79,600,200,EARLY_WARNING
0.8,0.05,0.0015,80,580,220,EARLY_WARNING
0.8,0.05,0.0015,81,580,220,EARLY_WARNING
0.8,0.05,0.0015,82,580,220,EARLY_WARNING
0.8,0.05,0.0015,83,580,220,EARLY_WARNING
0.8,0.05,0.0015,84,600,200,EARLY_WARNING
0.8,0.05,0.0015,85,580,220,EARLY_WARNING
0.8,0.05,0.0015,86,580,220,EARLY_WARNING
0.8,0.05,0.0015,87,580,220,EARLY_WARNING
0.8,0.05,0.0015,88,600,200,EARLY_WARNING
0.8,0.05,0.0015,89,600,200,EARLY_WARNING
0.8,0.05,0.0015,90,600,200,EARLY_WARNING
0.8,0.05,0.0015,91,600,200,EARLY_WARNING
0.8,0.05,0.0015,92,600,200,EARLY_WARNING
0.8,0.05,0.0015,93,600,200,EARLY_WARNING
0.8,0.05,0.0015,94,580,220,EARLY_WARNING
0.8,0.05,0.0015,95,600,200,EARLY_WARNING
0.8,0.05,0.0015,96,600,200,EARLY_WARNING
0.8,0.05,0.0015,97,600,200,EARLY_WARNING
0.8,0.05,0.0015,98,600,200,EARLY_WARNING
0.8,0.05,0.0015,99,600,200,EARLY_WARNING
0.8,0.05,0.0015,100,580,220,EARLY_WARNING
0.8,0.05,0.002,1,540,260,EARLY_WARNING
0.8,0.05,0.002,2,520,280,EARLY_WARNING
0.8,0.05,0.002,3,520,280,EARLY_WARNING
0.8,0.05,0.002,4,540,260,EARLY_WARNING
0.8,0.05,0.002,5,540,260,EARLY_WARNING
0.8,0.05,0.002,6,540,260,EARLY_WARNING
0.8,0.05,0.002,7,540,260,EARLY_WARNING
0.8,0.05,0.002,8,520,280,EARLY_WARNING
0.8,0.05,0.002,9,520,280,EARLY_WARNING
0.8,0.05,0.002,10,520,280,EARLY_WARNING
0.8,0.05,0.002,11,540,260,EARLY_WARNING
0.8,0.05,0.002,12,540,260,EARLY_WARNING
0.8,0.05,0.002,13,540,260,EARLY_WARNING
0.8,0.05,0.002,14,540,260,EARLY_WARNING
0.8,0.05,0.002,15,540,260,EARLY_WARNING
0.8,0.05,0.002,16,540,260,EARLY_WARNING
0.8,0.05,0.002,17,540,260,EARLY_WARNING
0.8,0.05,0.002,18,520,280,EARLY_WARNING
0.8,0.05,0.002,19,520,280,EARLY_WARNING
0.8,0.05,0.002,20,540,260,EARLY_WARNING
0.8,0.05,0.002,21,520,280,EARLY_WARNING
0.8,0.05,0.002,22,540,260,EARLY_WARNING
0.8,0.05,0.002,23,540,260,EARLY_WARNING
0.8,0.05,0.002,24,540,260,EARLY_WARNING
0.8,0.05,0.002,25,520,280,EARLY_WARNING
0.8,0.05,0.002,26,520,280,EARLY_WARNING
0.8,0.05,0.002,27,540,260,EARLY_WARNING
0.8,0.05,0.002,28,540,260,EARLY_WARNING
0.8,0.05,0.002,29,540,260,EARLY_WARNING
0.8,0.05,0.002,30,540,260,EARLY_WARNING
0.8,0.05,0.002,31,540,260,EARLY_WARNING
0.8,0.05,0.002,32,540,260,EARLY_WARNING
0.8,0.05,0.002,33,540,260,EARLY_WARNING
0.8,0.05,0.002,34,520,280,EARLY_WARNING
0.8,0.05,0.002,35,540,260,EARLY_WARNING
0.8,0.05,0.002,36,520,280,EARLY_WARNING
0.8,0.05,0.002,37,540,260,EARLY_WARNING
0.8,0.05,0.002,38,540,260,EARLY_WARNING
0.8,0.05,0.002,39,540,260,EARLY_WARNING
0.8,0.05,0.002,40,520,280,EARLY_WARNING
0.8,0.05,0.002,41,540,260,EARLY_WARNING
0.8,0.05,0.002,42,540,260,EARLY_WARNING
0.8,0.05,0.002,43,540,260,EARLY_WARNING
0.8,0.05,0.002,44,520,280,EARLY_WARNING
0.8,0.05,0.002,45,520,280,EARLY_WARNING
0.8,0.05,0.002,46,520,280,EARLY_WARNING
0.8,0.05,0.002,47,540,260,EARLY_WARNING
0.8,0.05,0.002,48,520,280,EARLY_WARNING
0.8,0.05,0.002,49,540,260,EARLY_WARNING
0.8,0.05,0.002,50,520,280,EARLY_WARNING
0.8,0.05,0.002,51,520,280,EARLY_WARNING
0.8,0.05,0.002,52,540,260,EARLY_WARNING
0.8,0.05,0.002,53,540,260,EARLY_WARNING
0.8,0.05,0.002,54,520,280,EARLY_WARNING
0.8,0.05,0.002,55,540,260,EARLY_WARNING
0.8,0.05,0.002,56,540,260,EARLY_WARNING
0.8,0.05,0.002,57,540,260,EARLY_WARNING
0.8,0.05,0.002,58,540,260,EARLY_WARNING
0.8,0.05,0.002,59,520,280,EARLY_WARNING
0.8,0.05,0.002,60,520,280,EARLY_WARNING
0.8,0.05,0.002,61,520,280,EARLY_WARNING
0.8,0.05,0.002,62,540,260,EARLY_WARNING
0.8,0.05,0.002,63,540,260,EARLY_WARNING
0.8,0.05,0.002,64,540,260,EARLY_WARNING
0.8,0.05,0.002,65,540,260,EARLY_WARNING
0.8,0.05,0.002,66,520,280,EARLY_WARNING
0.8,0.05,0.002,67,520,280,EARLY_WARNING
0.8,0.05,0.002,68,540,260,EARLY_WARNING
0.8,0.05,0.002,69,540,260,EARLY_WARNING
0.8,0.05,0.002,70,520,280,EARLY_WARNING
0.8,0.05,0.002,71,540,260,EARLY_WARNING
0.8,0.05,0.002,72,540,260,EARLY_WARNING
0.8,0.05,0.002,73,540,260,EARLY_WARNING
0.8,0.05,0.002,74,520,280,EARLY_WARNING
0.8,0.05,0.002,75,540,260,EARLY_WARNING
0.8,0.05,0.002,76,540,260,EARLY_WARNING
0.8,0.05,0.002,77,540,260,EARLY_WARNING
0.8,0.05,0.002,78,540,260,EARLY_WARNING
0.8,0.05,0.002,79,540,260,EARLY_WARNING
0.8,0.05,0.002,80,520,280,EARLY_WARNING
0.8,0.05,0.002,81,540,260,EARLY_WARNING
0.8,0.05,0.002,82,520,280,EARLY_WARNING
0.8,0.05,0.002,83,520,280,EARLY_WARNING
0.8,0.05,0.002,84,540,260,EARLY_WARNING
0.8,0.05,0.002,85,520,280,EARLY_WARNING
0.8,0.05,0.002,86,540,260,EARLY_WARNING
0.8,0.05,0.002,87,540,260,EARLY_WARNING
0.8,0.05,0.002,88,540,260,EARLY_WARNING
0.8,0.05,0.002,89,520,280,EARLY_WARNING
0.8,0.05,0.002,90,520,280,EARLY_WARNING
0.8,0.05,0.002,91,540,260,EARLY_WARNING
0.8,0.05,0.002,92,540,260,EARLY_WARNING
0.8,0.05,0.002,93,540,260,EARLY_WARNING
0.8,0.05,0.002,94,520,280,EARLY_WARNING
0.8,0.05,0.002,95,520,280,EARLY_WARNING
0.8,0.05,0.002,96,520,280,EARLY_WARNING
0.8,0.05,0.002,97,540,260,EARLY_WARNING
0.8,0.05,0.002,98,540,260,EARLY_WARNING
0.8,0.05,0.002,99,540,260,EARLY_WARNING
0.8,0.05,0.002,100,520,280,EARLY_WARNING
0.8,0.1,0.0005,1,820,-20,MISS
0.8,0.1,0.0005,2,820,-20,MISS
0.8,0.1,0.0005,3,800,0,MISS
0.8,0.1,0.0005,4,820,-20,MISS
0.8,0.1,0.0005,5,800,0,MISS
0.8,0.1,0.0005,6,820,-20,MISS
0.8,0.1,0.0005,7,820,-20,MISS
0.8,0.1,0.0005,8,820,-20,MISS
0.8,0.1,0.0005,9,820,-20,MISS
0.8,0.1,0.0005,10,820,-20,MISS
0.8,0.1,0.0005,11,820,-20,MISS
0.8,0.1,0.0005,12,820,-20,MISS
0.8,0.1,0.0005,13,800,0,MISS
0.8,0.1,0.0005,14,820,-20,MISS
0.8,0.1,0.0005,15,820,-20,MISS
0.8,0.1,0.0005,16,820,-20,MISS
0.8,0.1,0.0005,17,800,0,MISS
0.8,0.1,0.0005,18,820,-20,MISS
0.8,0.1,0.0005,19,800,0,MISS
0.8,0.1,0.0005,20,800,0,MISS
0.8,0.1,0.0005,21,800,0,MISS
0.8,0.1,0.0005,22,820,-20,MISS
0.8,0.1,0.0005,23,820,-20,MISS
0.8,0.1,0.0005,24,820,-20,MISS
0.8,0.1,0.0005,25,820,-20,MISS
0.8,0.1,0.0005,26,820,-20,MISS
0.8,0.1,0.0005,27,820,-20,MISS
0.8,0.1,0.0005,28,800,0,MISS
0.8,0.1,0.0005,29,820,-20,MISS
0.8,0.1,0.0005,30,820,-20,MISS
0.8,0.1,0.0005,31,820,-20,MISS
0.8,0.1,0.0005,32,820,-20,MISS
0.8,0.1,0.0005,33,800,0,MISS
0.8,0.1,0.0005,34,800,0,MISS
0.8,0.1,0.0005,35,820,-20,MISS
0.8,0.1,0.0005,36,820,-20,MISS
0.8,0.1,0.0005,37,820,-20,MISS
0.8,0.1,0.0005,38,820,-20,MISS
0.8,0.1,0.0005,39,820,-20,MISS
0.8,0.1,0.0005,40,820,-20,MISS
0.8,0.1,0.0005,41,820,-20,MISS
0.8,0.1,0.0005,42,820,-20,MISS
0.8,0.1,0.0005,43,800,0,MISS
0.8,0.1,0.0005,44,820,-20,MISS
0.8,0.1,0.0005,45,820,-20,MISS
0.8,0.1,0.0005,46,820,-20,MISS
0.8,0.1,0.0005,47,820,-20,MISS
0.8,0.1,0.0005,48,800,0,MISS
0.8,0.1,0.0005,49,820,-20,MISS
0.8,0.1,0.0005,50,820,-20,MISS
0.8,0.1,0.0005,51,820,-20,MISS
0.8,0.1,0.0005,52,820,-20,MISS
0.8,0.1,0.0005,53,820,-20,MISS
0.8,0.1,0.0005,54,820,-20,MISS
0.8,0.1,0.0005,55,820,-20,MISS
0.8,0.1,0.0005,56,820,-20,MISS
0.8,0.1,0.0005,57,800,0,MISS
0.8,0.1,0.0005,58,820,-20,MISS
0.8,0.1,0.0005,59,820,-20,MISS
0.8,0.1,0.0005,60,820,-20,MISS
0.8,0.1,0.0005,61,820,-20,MISS
0.8,0.1,0.0005,62,800,0,MISS
0.8,0.1,0.0005,63,820,-20,MISS
0.8,0.1,0.0005,64,820,-20,MISS
0.8,0.1,0.0005,65,820,-20,MISS
0.8,0.1,0.0005,66,800,0,MISS
0.8,0.1,0.0005,67,800,0,MISS
0.8,0.1,0.0005,68,820,-20,MISS
0.8,0.1,0.0005,69,820,-20,MISS
0.8,0.1,0.0005,70,820,-20,MISS
0.8,0.1,0.0005,71,820,-20,MISS
0.8,0.1,0.0005,72,820,-20,MISS
0.8,0.1,0.0005,73,820,-20,MISS
0.8,0.1,0.0005,74,820,-20,MISS
0.8,0.1,0.0005,75,820,-20,MISS
0.8,0.1,0.0005,76,820,-20,MISS
0.8,0.1,0.0005,77,820,-20,MISS
0.8,0.1,0.0005,78,820,-20,MISS
0.8,0.1,0.0005,79,800,0,MISS
0.8,0.1,0.0005,80,820,-20,MISS
0.8,0.1,0.0005,81,820,-20,MISS
0.8,0.1,0.0005,82,800,0,MISS
0.8,0.1,0.0005,83,800,0,MISS
0.8,0.1,0.0005,84,820,-20,MISS
0.8,0.1,0.0005,85,820,-20,MISS
0.8,0.1,0.0005,86,800,0,MISS
0.8,0.1,0.0005,87,800,0,MISS
0.8,0.1,0.0005,88,800,0,MISS
0.8,0.1,0.0005,89,800,0,MISS
0.8,0.1,0.0005,90,820,-20,MISS
0.8,0.1,0.0005,91,820,-20,MISS
0.8,0.1,0.0005,92,820,-20,MISS
0.8,0.1,0.0005,93,820,-20,MISS
0.8,0.1,0.0005,94,800,0,MISS
0.8,0.1,0.0005,95,820,-20,MISS
0.8,0.1,0.0005,96,820,-20,MISS
0.8,0.1,0.0005,97,800,0,MISS
0.8,0.1,0.0005,98,800,0,MISS
0.8,0.1,0.0005,99,820,-20,MISS
0.8,0.1,0.0005,100,820,-20,MISS
0.8,0.1,0.001,1,720,80,EARLY_WARNING
0.8,0.1,0.001,2,700,100,EARLY_WARNING
0.8,0.1,0.001,3,720,80,EARLY_WARNING
0.8,0.1,0.001,4,700,100,EARLY_WARNING
0.8,0.1,0.001,5,720,80,EARLY_WARNING
0.8,0.1,0.001,6,700,100,EARLY_WARNING
0.8,0.1,0.001,7,700,100,EARLY_WARNING
0.8,0.1,0.001,8,720,80,EARLY_WARNING
0.8,0.1,0.001,9,700,100,EARLY_WARNING
0.8,0.1,0.001,10,720,80,EARLY_WARNING
0.8,0.1,0.001,11,700,100,EARLY_WARNING
0.8,0.1,0.001,12,700,100,EARLY_WARNING
0.8,0.1,0.001,13,720,80,EARLY_WARNING
0.8,0.1,0.001,14,720,80,EARLY_WARNING
0.8,0.1,0.001,15,700,100,EARLY_WARNING
0.8,0.1,0.001,16,740,60,EARLY_WARNING
0.8,0.1,0.001,17,720,80,EARLY_WARNING
0.8,0.1,0.001,18,720,80,EARLY_WARNING
0.8,0.1,0.001,19,700,100,EARLY_WARNING
0.8,0.1,0.001,20,720,80,EARLY_WARNING
0.8,0.1,0.001,21,700,100,EARLY_WARNING
0.8,0.1,0.001,22,700,100,EARLY_WARNING
0.8,0.1,0.001,23,700,100,EARLY_WARNING
0.8,0.1,0.001,24,720,80,EARLY_WARNING
0.8,0.1,0.001,25,720,80,EARLY_WARNING
0.8,0.1,0.001,26,720,80,EARLY_WARNING
0.8,0.1,0.001,27,700,100,EARLY_WARNING
0.8,0.1,0.001,28,700,100,EARLY_WARNING
0.8,0.1,0.001,29,720,80,EARLY_WARNING
0.8,0.1,0.001,30,700,100,EARLY_WARNING
0.8,0.1,0.001,31,700,100,EARLY_WARNING
0.8,0.1,0.001,32,720,80,EARLY_WARNING
0.8,0.1,0.001,33,720,80,EARLY_WARNING
0.8,0.1,0.001,34,720,80,EARLY_WARNING
0.8,0.1,0.001,35,700,100,EARLY_WARNING
0.8,0.1,0.001,36,680,120,EARLY_WARNING
0.8,0.1,0.001,37,720,80,EARLY_WARNING
0.8,0.1,0.001,38,700,100,EARLY_WARNING
0.8,0.1,0.001,39,720,80,EARLY_WARNING
0.8,0.1,0.001,40,700,100,EARLY_WARNING
0.8,0.1,0.001,41,720,80,EARLY_WARNING
0.8,0.1,0.001,42,720,80,EARLY_WARNING
0.8,0.1,0.001,43,700,100,EARLY_WARNING
0.8,0.1,0.001,44,700,100,EARLY_WARNING
0.8,0.1,0.001,45,680,120,EARLY_WARNING
0.8,0.1,0.001,46,700,100,EARLY_WARNING
0.8,0.1,0.001,47,720,80,EARLY_WARNING
0.8,0.1,0.001,48,720,80,EARLY_WARNING
0.8,0.1,0.001,49,700,100,EARLY_WARNING
0.8,0.1,0.001,50,700,100,EARLY_WARNING
0.8,0.1,0.001,51,720,80,EARLY_WARNING
0.8,0.1,0.001,52,720,80,EARLY_WARNING
0.8,0.1,0.001,53,720,80,EARLY_WARNING
0.8,0.1,0.001,54,700,100,EARLY_WARNING
0.8,0.1,0.001,55,700,100,EARLY_WARNING
0.8,0.1,0.001,56,700,100,EARLY_WARNING
0.8,0.1,0.001,57,700,100,EARLY_WARNING
0.8,0.1,0.001,58,700,100,EARLY_WARNING
0.8,0.1,0.001,59,700,100,EARLY_WARNING
0.8,0.1,0.001,60,700,100,EARLY_WARNING
0.8,0.1,0.001,61,700,100,EARLY_WARNING
0.8,0.1,0.001,62,720,80,EARLY_WARNING
0.8,0.1,0.001,63,720,80,EARLY_WARNING
0.8,0.1,0.001,64,700,100,EARLY_WARNING
0.8,0.1,0.001,65,700,100,EARLY_WARNING
0.8,0.1,0.001,66,700,100,EARLY_WARNING
0.8,0.1,0.001,67,700,100,EARLY_WARNING
0.8,0.1,0.001,68,720,80,EARLY_WARNING
0.8,0.1,0.001,69,700,100,EARLY_WARNING
0.8,0.1,0.001,70,700,100,EARLY_WARNING
0.8,0.1,0.001,71,740,60,EARLY_WARNING
0.8,0.1,0.001,72,720,80,EARLY_WARNING
0.8,0.1,0.001,73,720,80,EARLY_WARNING
0.8,0.1,0.001,74,700,100,EARLY_WARNING
0.8,0.1,0.001,75,700,100,EARLY_WARNING
0.8,0.1,0.001,76,700,100,EARLY_WARNING
0.8,0.1,0.001,77,700,100,EARLY_WARNING
0.8,0.1,0.001,78,720,80,EARLY_WARNING
0.8,0.1,0.001,79,680,120,EARLY_WARNING
0.8,0.1,0.001,80,700,100,EARLY_WARNING
0.8,0.1,0.001,81,700,100,EARLY_WARNING
0.8,0.1,0.001,82,720,80,EARLY_WARNING
0.8,0.1,0.001,83,720,80,EARLY_WARNING
0.8,0.1,0.001,84,700,100,EARLY_WARNING
0.8,0.1,0.001,85,700,100,EARLY_WARNING
0.8,0.1,0.001,86,720,80,EARLY_WARNING
0.8,0.1,0.001,87,700,100,EARLY_WARNING
0.8,0.1,0.001,88,700,100,EARLY_WARNING
0.8,0.1,0.001,89,700,100,EARLY_WARNING
0.8,0.1,0.001,90,720,80,EARLY_WARNING
0.8,0.1,0.001,91,700,100,EARLY_WARNING
0.8,0.1,0.001,92,700,100,EARLY_WARNING
0.8,0.1,0.001,93,700,100,EARLY_WARNING
0.8,0.1,0.001,94,700,100,EARLY_WARNING
0.8,0.1,0.001,95,700,100,EARLY_WARNING
0.8,0.1,0.001,96,720,80,EARLY_WARNING
0.8,0.1,0.001,97,700,100,EARLY_WARNING
0.8,0.1,0.001,98,700,100,EARLY_WARNING
0.8,0.1,0.001,99,720,80,EARLY_WARNING
0.8,0.1,0.001,100,720,80,EARLY_WARNING
0.8,0.1,0.0015,1,600,200,EARLY_WARNING
0.8,0.1,0.0015,2,600,200,EARLY_WARNING
0.8,0.1,0.0015,3,580,220,EARLY_WARNING
0.8,0.1,0.0015,4,600,200,EARLY_WARNING
0.8,0.1,0.0015,5,600,200,EARLY_WARNING
0.8,0.1,0.0015,6,600,200,EARLY_WARNING
0.8,0.1,0.0015,7,580,220,EARLY_WARNING
0.8,0.1,0.0015,8,600,200,EARLY_WARNING
0.8,0.1,0.0015,9,600,200,EARLY_WARNING
0.8,0.1,0.0015,10,600,200,EARLY_WARNING
0.8,0.1,0.0015,11,600,200,EARLY_WARNING
0.8,0.1,0.0015,12,600,200,EARLY_WARNING
0.8,0.1,0.0015,13,580,220,EARLY_WARNING
0.8,0.1,0.0015,14,600,200,EARLY_WARNING
0.8,0.1,0.0015,15,580,220,EARLY_WARNING
0.8,0.1,0.0015,16,600,200,EARLY_WARNING
0.8,0.1,0.0015,17,600,200,EARLY_WARNING
0.8,0.1,0.0015,18,600,200,EARLY_WARNING
0.8,0.1,0.0015,19,600,200,EARLY_WARNING
0.8,0.1,0.0015,20,600,200,EARLY_WARNING
0.8,0.1,0.0015,21,600,200,EARLY_WARNING
0.8,0.1,0.0015,22,600,200,EARLY_WARNING
0.8,0.1,0.0015,23,580,220,EARLY_WARNING
0.8,0.1,0.0015,24,600,200,EARLY_WARNING
0.8,0.1,0.0015,25,600,200,EARLY_WARNING
0.8,0.1,0.0015,26,600,200,EARLY_WARNING
0.8,0.1,0.0015,27,580,220,EARLY_WARNING
0.8,0.1,0.0015,28,580,220,EARLY_WARNING
